PID,C0unty Name,State,Area (sq miles),Total P0pulation,Population Density,popwhite,popblack,popamerindian,popasian,popother,percamerindan,Percentage Asian,percother,Population Over 18,perchsd,Percentage College,percprof,poppovertyknown,percpovertyknown,Percentage Below Poverty,percchildbelowpovert,percadultpoverty,percelderlypoverty,inmetro,category,Population per Sq Mile
1237,k3nt,MI,0.05,500631,10012.62,444112,40314,2756,5380,8069,0.55050526,1.0746438,1.61176595,305356,80.2882537,28.6383762,6.46131073,489425,97.7616248,9.15135108,12.4240562,7.78036993,8.09425626,1,HAU,10012620
1235,kalamazoo,MI,0.033,223411,6770.0303,197427,19879,1017,3168,1920,0.45521483,1.41801433,0.85940263,134684,83.4241632,34.5571857,10.8520685,212670,95.192269,13.4748672,16.1371424,13.5013362,8.63585267,1,HAU,6770030.3030303
1236,kalkaska,MI,0.033,13497,409,13321,10,114,23,29,0.84463214,NA,0.21486256,8485,69.6169711,11.4555097,2.38067177,13321,98.6960065,14.2256587,17.2608361,12.5250501,14.2446634,0,AAR,409000
605,kan3,Illinois,0.029,317471,10947.2759,269675,19006,620,4474,23696,0.19529343,1.40926258,NA,191807,77.7192699,27.5938834,7.01329983,310740,97.8798063,6.84655982,9.59040311,5.55167946,6.31380264,1,ALU,10947275.862069
606,kankakee,IL,0.039,96255,2468.07692,80194,14399,150,644,868,0.15583606,0.66905615,0.90177134,59821,73.0863744,17.6409622,3.99023754,92594,96.1965612,13.2967579,19.5983276,10.888062,10.2479647,1,AAU,2468076.92307692
607,kendall,IL,0.018,39413,2189.61111,38019,210,73,224,887,0.18521808,0.5683404,2.25052648,24175,83.6773526,24.8893485,5.25336091,39199,99.4570319,3.38529044,4.42017237,2.35504872,5.87851078,1,HLU,2189611.11111111
3011,kewaunee ,WI,0.02,18878,943.9,18766,24,52,23,13,0.27545291,NA,0.06886323,11945,73.5454165,14.3909586,2.15989954,18662,98.855811,8.21991212,9.8546347,6.05500821,11.6542392,0,AAR,943900
1238,keweenaw,MI,0.02,1701,85.05,1688,1,4,6,2,0.23515579,0.35273369,0.1175779,1287,64.3356643,14.4522145,3.57420357,1696,99.7060553,20.5778302,21.8844985,21.2765957,19.0243902,0,LHR,85050
2050,knox ,OH,0.03,47473,1582.43333,46747,381,93,195,57,0.19590083,0.4107598,0.12006825,29992,75.2000533,16.771139,4.2011203,44269,93.2509005,12.4511509,18.1717025,10.5853414,9.88372093,0,AAR,1582433.33333333
705,kosciusko,IN,0.032,65294,2040.4375,64058,309,118,322,487,0.18072105,0.49315404,0.7458572,40321,77.475757,19.2629151,5.91751197,64110,98.1866634,6.64170956,8.2147651,5.32189084,8.34152093,0,ALR,2040437.5
614,l0gan,IL,0.036,30798,855.5,29223,1291,37,143,104,0.12013767,NA,0.33768427,20324,75.9004133,17.9492226,3.79846487,28104,91.2526787,10.7813834,12.8258458,9.96479107,10.3613632,0,AAR,855500
3012,la crosse,WI,0.028,97904,3496.57143,94319,438,340,2667,140,0.34727897,2.72409707,0.14299722,58586,82.5760421,30.4885126,7.34475813,93254,95.2504494,13.4085401,14.452894,14.0575375,9.52813067,1,HAU,3496571.42857143
610,la sall3,IL,0.068,106913,1572.25,103805,1153,206,523,1226,0.19268003,0.48918279,1.14672678,70357,73.127052,16.8995267,3.43817957,104473,97.7177705,11.1014329,15.2417866,9.21209673,10.6971468,0,AAR,1572250
3013,lafayette,WI,0.037,16076,434.486486,16009,14,21,19,13,0.13062951,0.1181886,0.08086589,10181,77.0356547,16.4620371,2.60288773,15911,98.9736253,11.02382,13.3161512,9.61466981,11.2437186,0,AAR,434486.486486487
706,lagrange,IN,0.022,29477,1339.86364,29156,44,59,92,126,0.20015605,0.31210775,0.42745191,16100,56.6521739,11.1118012,3.46583851,28954,98.2257353,11.5079091,15.9615575,7.96751242,13.4746404,0,LAR,1339863.63636364
609,lake,IL,0.028,516418,18443.5,450666,34771,1198,12588,17195,0.23198262,2.43756027,3.32966705,318475,84.7269016,37.8340529,11.4640082,495312,95.9130007,5.15977808,6.76712484,4.19193902,6.16443033,1,HLU,18443500
707,lake,IN,0.03,475594,15853.1333,334203,116688,865,2772,21066,0.18187782,0.58285008,4.42940828,298552,73.478322,17.6686138,4.93917308,469774,98.7762672,13.8051489,21.5110371,11.0934323,9.95578032,1,AAU,15853133.3333333
1239,lake,MI,0.035,8583,245.228571,7337,1146,81,9,10,0.94372597,0.10485844,0.11650938,5931,61.288147,11.3134379,2.00640701,8387,97.7164162,26.4099201,37.6986038,25.0707123,18.8764973,0,LHR,245228.571428571
3014,langlade,WI,0.052,19505,375.096154,19291,13,137,22,42,0.702384,0.11279159,0.2153294,12933,71.4992654,13.6317946,2.89955927,19234,98.6106127,14.625143,21.9306834,11.5954206,12.7876683,0,AAR,375096.153846154
1240,lapeer,MI,0.038,74768,1967.57895,73049,483,319,282,635,0.42665311,0.3771667,0.84929382,45437,77.6019544,16.1542355,3.2572573,73344,98.0954419,8.19289921,10.8173406,6.89849757,7.908968,1,AAU,1967578.94736842
611,lawrence,IL,0.022,15972,726,15759,151,31,21,10,0.19408966,0.13148009,0.06260957,10950,69.2328767,14.5388128,1.94520548,15347,96.0869021,19.8475272,31.1128734,16.7597057,14.8832156,0,AHR,726000
709,lawrence,IN,0.027,42836,1586.51852,42536,109,88,77,26,0.20543468,0.17975535,0.06069661,28005,69.7089805,13.1476522,3.84931262,42152,98.4032123,9.72195863,12.5923191,7.86502438,11.2748803,0,AAR,1586518.51851852
2052,lawrence,OH,0.026,61834,2378.23077,60115,1559,57,75,28,0.09218229,0.12129249,0.04528253,39219,65.8787832,12.2083684,3.14643413,61007,98.6625481,23.5399216,33.2300024,21.1064359,16.3875266,1,LHU,2378230.76923077
1241,leelanau,MI,0.021,16527,787,15958,16,451,45,57,2.72886791,0.27228172,0.34489018,11127,85.099308,32.5963872,8.25918936,16422,99.364676,9.00621118,12.8336041,7.04916163,9.20502092,0,HAR,787000
2053,licking,OH,0.04,128300,3207.5,125181,2217,247,475,180,0.19251754,0.37022603,0.14029618,81642,76.4251243,18.1793685,4.53565567,124678,97.1769291,10.4998476,14.7950733,8.84336678,9.29430267,1,AAU,3207500
613,livingston,IL,0.062,39301,633.887097,36551,2115,62,131,442,0.1577568,0.33332485,1.12465332,26084,74.1450698,14.5031437,2.94816746,35431,90.1529223,9.32516723,13.7011589,8.02005013,6.77040677,0,AAR,633887.096774194
1243,livingston,MI,0.034,115645,3401.32353,113566,673,705,480,221,0.60962428,0.41506334,0.19110208,72343,85.5687489,27.5866359,6.47747536,114160,98.7158978,4.13104415,5.29198774,3.22646163,6.05403732,1,HLU,3401323.52941176
2054,logan,OH,0.027,42310,1567.03704,41156,804,58,240,52,0.13708343,0.56724179,0.12290239,26780,74.4884242,13.3233757,3.33457804,41566,98.2415505,10.4676899,13.5485,9.22106393,9.52197379,0,AAR,1567037.03703704
2056,lucas,OH,0.021,462361,22017.1905,380155,68456,1164,4981,7605,0.25175134,1.07729674,1.64481866,289965,76.2340282,23.5504285,6.00589726,454351,98.2675874,15.268812,21.4916528,13.4944573,11.4228016,1,AAU,22017190.4761905
1244,luce ,MI,0.055,5763,104.781818,5418,2,331,6,6,5.74353635,0.10411244,0.10411244,3811,69.5880346,14.4056678,3.33245867,5566,96.5816415,17.6787639,22.9434447,16.8765743,12.8350934,0,AHR,104781.818181818
1254,m0nroe,MI,0.033,133600,4048.48485,129421,2339,481,574,785,0.36002994,NA,0.58757485,82291,74.0882964,17.4296096,4.00529827,132283,99.0142216,8.6398101,11.9992591,6.77596351,9.38262438,1,AAU,4048484.84848485
2064,m0nroe,OH,0.026,15497,596.038462,15437,19,26,12,3,0.16777441,NA,0.01935859,10196,69.4488035,10.513927,2.59905845,15276,98.5739175,21.4912281,28.809219,18.6889987,19.7591146,0,AHR,596038.461538462
716,m0ntgomery,IN,0.03,34436,1147.86667,33971,201,68,138,58,0.19746777,0.40074341,0.16842839,22174,80.0487057,16.9252277,5.80860467,33157,96.2858636,9.39771391,11.8232951,7.65231519,11.2698928,0,HAR,1147866.66666667
629,m0rgan,IL,0.033,36397,1102.93939,34561,1510,48,130,148,0.131879,0.35717229,0.40662692,23605,75.9034103,20.7244228,5.65981784,33746,92.7164327,11.1954009,12.3290901,10.1418555,12.6183885,0,AAR,1102939.39393939
2061,m3igs ,Ohio,0.025,22987,919.48,22734,177,44,20,12,0.19141254,0.0870057,NA,14772,64.0265367,11.677498,2.38288654,22665,98.5992082,26.0092654,34.9729464,23.6672906,19.9579341,0,LHR,919480
3020,m3n0minee,Wisconsin,0.021,3890,185.238095,416,0,3469,0,5,89.1773779,0,NA,1922,62.6951093,7.33610822,0.52029136,3820,98.2005141,48.6910995,64.3084767,43.3124644,18.2186235,0,LHR,185238.095238095
625,m3nard,IL,0.018,11164,620.222222,11101,9,29,14,11,0.25976353,0.12540308,0.09853099,7390,77.3071719,18.511502,3.51826793,10964,98.2085274,9.55855527,12.4503311,7.89163722,10.1449275,1,AAU,620222.222222222
1245,mackinac,MI,0.059,10674,180.915254,8955,5,1691,11,12,15.8422335,NA,0.11242271,7156,71.3806596,15.2878703,2.78088317,10570,99.0256699,16.4049196,22.2423146,14.9934567,12.9071661,0,AAR,180915.254237288
1246,macomb,MI,0.028,717400,25621.4286,693686,10400,2639,9112,1563,0.36785615,1.27014218,0.21787009,472323,76.9287119,20.6866911,4.43001929,710217,98.9987455,5.19306071,7.35610433,4.10136736,5.95219197,1,ALU,25621428.5714286
618,macon,IL,0.035,117206,3348.74286,102197,14135,157,506,211,0.13395219,0.43171851,0.18002491,76297,76.2113845,19.8618556,4.98446859,114042,97.3004795,12.7417969,19.2574786,10.9095835,8.98486907,1,AAU,3348742.85714286
619,macoupin,IL,0.05,47679,953.58,47077,379,94,88,41,0.19715179,0.18456763,0.08599174,31217,72.8192972,14.0083929,3.2546369,46387,97.2902116,13.2127536,18.5988943,10.8171077,12.460907,0,AAR,953580
620,madis0n,Illinois,0.045,249238,5538.62222,230217,16136,683,1420,782,0.27403526,0.56973656,NA,161517,75.8143106,19.6994744,4.94932422,245370,98.4480697,11.3387945,16.6709192,9.90305061,8.29181097,1,AAU,5538622.22222222
710,madis0n,Indiana,0.026,130669,5025.73077,119734,9870,299,415,351,0.22882244,0.31759637,NA,84886,73.4502745,16.401998,5.07268572,125156,95.7809427,12.7249193,19.8256124,10.5838631,9.4521245,1,AAU,5025730.76923077
2057,madison,OH,0.028,37068,1323.85714,33947,2764,96,157,104,0.25898349,0.42354592,0.28056545,23896,69.4928021,13.3788082,2.67408771,32904,88.7665911,8.4275468,11.2765492,7.12069334,8.11343048,1,AAU,1323857.14285714
2058,mah0ning,OH,0.024,264806,11033.5833,221109,39681,444,985,2587,0.16766992,0.37197042,0.97694161,176658,74.6006408,18.1757973,4.52342945,260264,98.2847821,15.9196047,25.0271849,13.8501553,10.7028532,1,AAU,11033583.3333333
1247,manist3e,MI,0.032,21265,664.53125,20851,54,189,54,117,0.88878439,0.2539384,0.55019986,14619,73.295027,16.2528217,3.39284493,21000,98.7538208,17.6238095,25.9354583,15.3846154,14.1412138,0,AAR,664531.25
3016,manitowoc,WI,0.036,80421,2233.91667,78730,115,318,1071,187,0.39541911,1.33174171,0.23252633,52215,75.40745,19.0711481,2.88805899,79142,98.4096194,8.33564984,11.7911918,6.97293058,7.29801829,0,AAR,2233916.66666667
3017,marath0n,WI,0.094,115400,1227.65957,112189,89,490,2499,133,0.42461005,2.16551127,0.1152513,72367,75.9448367,21.877375,4.05709785,114112,98.8838821,7.91853617,10.3436458,6.21167941,9.55842757,1,AAU,1227659.57446809
3018,marinette,WI,0.082,40548,494.487805,40280,8,150,63,47,0.36993193,0.15537141,0.11591201,26699,73.6094985,15.4275441,2.30720252,39419,97.2156457,11.6593521,15.1330585,9.60642411,12.1661029,0,AAR,494487.804878049
621,marion,IL,0.035,41561,1187.45714,39647,1519,106,232,57,0.2550468,0.55821563,0.13714781,27077,70.1259371,16.4493851,3.31277468,40800,98.1689565,16.3676471,22.3493101,13.9285714,14.7224835,0,AAR,1187457.14285714
711,marion,IN,0.023,797159,34659.087,615039,169654,1698,7579,3189,0.21300644,0.95075136,0.40004566,511309,76.8046328,26.7446886,7.68654571,780649,97.928895,12.058044,18.1554118,9.76327509,10.7259641,1,AAU,34659086.9565217
1248,marquette,MI,0.11,70887,644.427273,68027,1170,943,538,209,1.33028623,0.75895439,0.29483544,42386,81.7722833,26.763554,6.7994149,66398,93.6673861,12.6088135,14.2621599,11.84465,12.523891,0,HAR,644427.272727273
3019,marquette,WI,0.027,12321,456.333333,12174,31,49,18,49,0.39769499,0.14609204,0.39769499,8499,69.714084,14.0016473,2.57677374,12182,98.8718448,11.6072894,15.6430268,9.678511,11.4586466,0,AAR,456333.333333333
622,marshall,IL,0.023,12846,558.521739,12752,17,30,28,19,0.23353573,0.21796668,0.14790596,8600,77.7790698,17.5348837,2.56976744,12563,97.7969796,9.38470111,11.4717933,7.50307503,11.3305613,0,AAR,558521.739130435
713,martin,IN,0.021,10369,493.761905,10321,12,14,14,8,0.13501784,NA,0.07715305,6625,64.4075472,13.5396226,3.38113208,10211,98.4762272,13.8478112,17.9383712,11.3361763,15.455035,0,LAR,493761.904761905
623,mas0n,IL,0.033,16269,493,16180,8,27,38,16,0.1659598,NA,0.09834655,10729,72.5789915,13.5054525,2.8986858,16025,98.5002151,15.5070203,24.1131352,12.8400955,11.6038007,0,AAR,493000
1249,mason,MI,0.029,25537,880.586207,24957,155,188,75,162,0.73618671,0.29369151,0.63437365,16796,76.1252679,18.5401286,4.06644439,25147,98.4728042,14.0613194,20.0209958,12.4061605,10.7592659,0,AAR,880586.206896552
615,mcdonough ,IL,0.034,35244,1036.58824,32992,1254,65,802,131,0.18442856,2.27556464,0.37169447,18784,80.302385,27.9280239,10.3598807,28821,81.7756214,19.0520801,16.0093168,22.4033816,12.8843841,0,HHR,1036588.23529412
617,mclean,IL,0.068,129180,1899.70588,121057,5563,203,1624,733,0.15714507,1.25716055,0.5674253,72957,84.671793,33.8185507,9.00393382,117663,91.0845332,11.8754409,10.0105088,13.715404,7.2666025,1,HAU,1899705.88235294
2060,medina,OH,0.025,122354,4894.16,120504,850,172,684,144,0.14057571,0.55903362,0.11769129,76962,82.3978067,23.7026065,4.88552792,121055,98.9383265,5.52063112,7.85156137,4.21102969,6.32405892,1,HLU,4894160
1251,men0minee,MI,0.064,24920,389.375,24464,7,382,60,7,1.5329053,0.24077047,0.02808989,16514,74.282427,15.084171,2.65229502,24562,98.5634029,12.7514046,14.0686721,11.3086771,14.551258,0,AAR,389375
2062,mercer,OH,0.028,39443,1408.67857,39131,14,85,100,113,0.21550085,0.25353041,0.28648936,23780,75.4793944,14.1000841,3.32632464,38961,98.7779834,6.70414004,7.62704884,5.68931069,8.04411765,0,ALR,1408678.57142857
626,mercer ,IL,0.033,17290,523.939394,17155,30,33,35,37,0.19086177,0.20242915,0.21399653,11357,77.3531743,16.4744211,3.11702034,17006,98.357432,10.1317182,11.4663727,9.01086957,11.4338123,0,AAR,523939.393939394
2063,miami,OH,0.024,93182,3882.58333,90519,1779,158,606,120,0.16956064,0.65034019,0.12878024,59893,76.5665437,19.2777119,4.43457499,92127,98.8678071,8.35151476,12.3240006,6.30440618,8.91394114,1,AAU,3882583.33333333
714,miami ,IN,0.024,36897,1537.375,34784,1115,571,224,203,1.54755129,0.60709543,0.55018023,22509,76.4272069,14.4075703,3.88733396,35971,97.4903109,10.9393678,15.2701644,9.26941094,9.05255757,0,AAR,1537375
1252,midland,MI,0.031,75651,2440.35484,73466,719,334,804,328,0.4415011,1.06277511,0.43356995,47213,83.2440218,35.6088365,11.1854786,74135,97.9960609,11.0851824,14.5056449,10.1340285,8.30024213,1,HAU,2440354.83870968
3021,milwaukee,WI,0.015,959275,63951.6667,718918,195470,6994,15308,22585,0.72909228,1.59578849,2.35438222,610538,76.2604457,25.3558337,6.20125201,933532,97.3164108,15.8734784,27.7980262,12.8895894,7.81374777,1,AAU,63951666.6666667
1253,missaukee,MI,0.033,12147,368.090909,12015,3,74,25,30,0.60920392,0.20581213,0.24697456,7628,69.3890928,13.280021,2.39905611,11973,98.5675475,17.2889,23.7570621,15.07431,13.2467532,0,AAR,368090.909090909
715,monro3,IN,0.024,108978,4540.75,102752,2835,216,2713,462,0.19820514,2.48949329,0.42393878,57368,82.1032631,37.7422954,17.2012272,93693,85.9742333,19.4390189,14.3463367,22.9989983,9.5751634,1,HHU,4540750
627,monroe,IL,0.023,22422,974.869565,22262,13,53,57,37,0.23637499,0.25421461,0.1650165,14613,75.8639568,19.9206186,3.31896257,22071,98.4345732,4.81174392,4.77462437,4.21197857,6.83692471,1,ALU,974869.565217391
3022,monroe ,WI,0.054,36633,678.388889,35983,141,301,143,65,0.82166353,0.39035842,0.17743565,23025,75.7263844,17.3724213,2.84473398,35485,96.8662135,13.0026772,18.0921979,10.5513257,11.6072842,0,AAR,678388.888888889
1255,montcalm ,MI,0.042,53059,1263.30952,51216,960,384,157,342,0.72372265,0.29589702,0.64456548,32959,73.3851148,14.160017,2.93698231,50918,95.9648693,15.3187478,19.1582873,13.6934028,13.7735631,0,AAR,1263309.52380952
628,montgomery,IL,0.041,30728,749.463415,29956,559,49,66,98,0.15946368,0.21478782,0.31892736,20386,72.1917002,11.723732,2.5262435,29003,94.3862275,14.0295831,17.7958446,12.2912264,13.4700076,0,AAR,749463.414634146
2065,montgomery,OH,0.027,573809,21252.1852,463551,101817,1065,5886,1490,0.18560183,1.02577687,0.25966829,371530,77.7571125,26.5504804,7.0042796,561952,97.933633,12.6286587,19.4520723,10.6043371,9.44086822,1,AAU,21252185.1851852
1256,montmorency,MI,0.033,8936,270.787879,8861,1,48,10,16,0.53715309,0.11190689,0.17905103,6279,67.5903806,13.4575569,2.7552158,8803,98.5116383,17.5167557,26.8328446,16.2082515,12.4022346,0,LAR,270787.878787879
717,morgan,IN,0.024,55920,2330,55635,9,137,91,48,0.24499285,0.16273247,0.08583691,35089,73.5786144,14.6798142,4.43443814,55262,98.823319,6.67728276,8.36697487,5.18163722,9.53302374,1,ALU,2330000
2066,morgan,OH,0.025,14194,567.76,13524,570,64,12,24,0.45089474,0.08454276,0.16908553,8980,71.5812918,11.3808463,2.31625835,13924,98.0977878,21.2079862,31.325,17.9487179,14.8148148,0,AHR,567760
630,moultri3,IL,0.021,13930,663.333333,13884,8,22,13,3,0.15793252,0.09332376,0.02153625,9282,70.2865762,15.7185951,2.99504417,13356,95.879397,11.3432165,15.2669633,9.10269336,11.856585,0,AAR,663333.333333333
1257,musk3g0n,Michigan,0.028,158983,5677.96429,133931,21617,1338,555,1542,0.84159942,0.34909393,NA,99720,74.2468913,19.0433213,3.44965905,154086,96.9197965,15.2551173,23.0023063,12.7038182,10.3740797,1,AAU,5677964.28571429
2068,muskingum,OH,0.041,82068,2001.65854,78125,3468,214,152,109,0.26075937,0.18521226,0.13281669,51692,71.140602,15.3234543,3.57308674,80009,97.4911049,14.7208439,21.3569812,12.6231667,11.137507,0,AAR,2001658.53658537
719,n0ble,IN,0.025,37877,1515.08,37456,58,83,98,182,0.21913034,0.25873221,0.48050268,23151,72.0832793,12.6387629,3.5592415,37198,98.2073554,8.04881983,11.6240876,6.00627082,8.47923103,0,AAR,1515080
718,newton,IN,0.024,13551,564.625,13436,9,39,24,43,0.28780164,0.1771087,0.31731975,8567,72.4407611,12.1746236,3.18664643,13310,98.2215335,8.8580015,12.6107348,7.11798301,8.02442215,0,AAR,564625
2069,noble,OH,0.024,11336,472.333333,11301,7,15,9,4,0.13232181,0.07939308,0.03528582,7235,69.8548721,8.84588804,1.57567381,11176,98.5885674,16.3743737,22.7357901,12.8071997,16.4845173,0,AAR,472333.333333333
1259,oakland,MI,0.055,1083592,19701.6727,970674,77488,3948,25103,6379,0.36434378,2.31664686,0.58869021,717210,84.6344864,36.9635114,11.220563,1070844,98.8235424,6.04364408,8.45200666,4.94988864,6.47730339,1,HLU,19701672.7272727
1261,ogemaw,MI,0.032,18681,583.78125,18489,18,140,19,15,0.74942455,0.10170762,0.08029549,12379,63.0341708,11.6568382,2.73850876,18364,98.3030887,21.7545197,30.5464927,19.9889197,15.6257046,0,LHR,583781.25
631,ogle,IL,0.045,45957,1021.26667,44895,66,87,136,773,0.1893074,0.2959288,1.68200709,29575,77.602705,18.7793745,3.47252747,45229,98.4159105,7.24535143,8.54618474,6.26131745,8.28708375,1,ALU,1021266.66666667
3024,oneida,WI,0.071,31679,446.183099,31320,58,223,56,22,0.70393636,0.17677326,0.06944664,22153,77.5967138,21.9338239,4.97449555,30890,97.5093911,9.61799935,13.9667073,8.10961622,8.559414,0,AAR,446183.098591549
1262,ontonagon,MI,0.078,8854,113.512821,8723,4,109,15,3,1.231082,0.16941495,0.03388299,6198,74.5724427,15.9567602,2.66214908,8712,98.3962051,13.1887052,16.516374,11.8080357,12.8,0,AAR,113512.820512821
721,orange,IN,0.023,18409,800.391304,18213,127,40,21,8,0.21728502,0.11407464,0.043457,11902,64.9302638,9.78827088,2.83985885,18103,98.3377696,15.3455228,19.423275,12.7880658,16.7800454,0,LAR,800391.304347826
1264,oscoda,MI,0.033,7842,237.636364,7781,2,41,5,13,0.52282581,0.06375925,0.16577404,5433,66.5746365,12.9210381,2.68728143,7718,98.4187707,17.8025395,24.3506494,17.0002669,13.5186057,0,LHR,237636.363636364
1265,otsego,MI,0.031,17957,579.258065,17737,18,103,82,17,0.57359247,0.45664643,0.0946706,11358,79.4506075,20.0211305,4.43740095,17682,98.4685638,9.46725484,11.4552313,7.837492,11.080502,0,AAR,579258.064516129
3025,outagami3,WI,0.037,140510,3797.56757,136043,206,1965,1904,392,1.39847698,1.3550637,0.2789837,86689,81.5328358,24.8578251,4.36272191,137496,97.8549569,6.20236225,8.20300676,5.02296542,6.85592403,1,HLU,3797567.56756757
3029,p0lk,WI,0.055,34773,632.236364,34348,23,321,50,31,0.92313001,NA,0.08914963,22515,77.9835665,18.5920497,3.39329336,34105,98.0789693,11.8223134,16.0155849,9.75664969,11.1643221,0,AAR,632236.363636364
723,parke,IN,0.027,15410,570.740741,15222,118,42,16,12,0.27255029,0.10382868,0.07787151,10217,76.7348537,14.6129001,4.31633552,14849,96.3595068,12.1961075,13.0620985,10.3266992,15.9411012,0,AAR,570740.740740741
2071,pau1ding,OH,0.025,20488,819.52,19920,236,54,20,258,0.26356892,0.09761812,1.25927372,12456,72.2302505,11.4884393,2.82594733,20298,99.0726279,9.78914179,11.9703215,8.16975645,11.2109012,0,AAR,819520
3027,pepin,WI,0.014,7107,507.642857,7070,2,18,9,8,0.25327142,0.12663571,0.11256508,4578,71.0353866,15.7492355,2.81782438,6944,97.7064866,12.6152074,14.8821218,10.1239669,15.1315789,0,AAR,507642.857142857
633,perry,IL,0.026,21412,823.538462,20901,399,26,63,23,0.12142724,0.29422754,0.1074164,13921,67.839954,13.5622441,2.20530134,21090,98.4961704,15.8368895,20.8596713,13.3475898,15.8660508,0,LAR,823538.461538462
724,perry,IN,0.022,19107,868.5,18819,210,32,32,14,0.16747789,0.16747789,0.07327158,12271,65.3573466,11.0422948,2.90929835,18163,95.0594023,11.6225293,14.1656417,9.28652322,14.5016797,0,LAR,868500
2072,perry ,OH,0.023,31557,1372.04348,31408,57,46,21,25,0.14576798,0.06654625,0.07922173,19411,68.5539127,10.1076709,2.18432847,31255,99.0430016,19.0657495,25.3889985,16.3782957,16.7218221,0,AHR,1372043.47826087
634,piatt,IL,0.025,15548,621.92,15508,8,16,11,5,0.10290713,0.07074865,0.03215848,10458,82.950851,22.011857,5.19219736,15315,98.501415,6.13124388,7.06766917,4.61225953,9.16779432,0,HLR,621920
2073,pickaway,OH,0.03,48255,1608.5,44867,3036,127,95,130,0.26318516,NA,0.26940213,31380,69.7100064,13.0943276,2.93499044,42392,87.8499637,12.0777505,16.3463189,9.94214435,12.4391393,1,AAU,1608500
3028,pierce,WI,0.034,32765,963.676471,32366,82,87,172,58,0.26552724,0.5249504,0.17701816,18623,81.0717929,24.464372,5.42340117,30557,93.2611018,10.4165985,11.0331339,10.3370278,9.47141832,1,HAU,963676.470588235
635,pik3,Illinois,0.049,17577,358.714286,17499,8,24,32,14,0.13654207,0.1820561,NA,11820,69.856176,12.1742809,2.30964467,17365,98.7938784,17.9326231,23.3325587,15.0834773,18.2773589,0,AHR,358714.285714286
725,pik3 ,Indiana,0.02,12509,625.45,12469,3,16,19,2,0.12790791,0.15189064,NA,8387,65.482294,13.842852,3.89889114,12357,98.7848749,13.2637372,19.8807157,10.5921723,12.6115166,0,LAR,625450
2074,pike,OH,0.026,24249,932.653846,23807,327,72,41,2,0.29691946,0.16907914,0.00824776,15099,60.7722366,12.4445328,3.23862507,23830,98.2720937,26.5757449,36.915078,22.2239587,22.7062546,0,LHR,932653.846153846
636,pope,IL,0.022,4373,198.772727,4072,266,15,6,14,0.34301395,0.13720558,0.32014635,2821,65.1542006,14.2502659,2.48138958,4160,95.1292019,25.1682692,36.4729459,24.4148692,15.3611394,0,LHR,198772.727272727
3030,portag3,WI,0.048,61405,1279.27083,59972,161,255,786,231,0.41527563,1.28002606,0.37619086,35004,79.7337447,24.6343275,6.01931208,57805,94.1372852,12.8950783,13.5589979,13.1821824,10.5094407,0,AAR,1279270.83333333
726,porter,IN,0.026,128932,4958.92308,126329,454,243,944,962,0.18847144,0.7321689,0.74612974,79625,82.4075353,24.455887,7.83924647,125118,97.0418515,6.11662591,7.48438387,5.48997025,5.97111701,1,HLU,4958923.07692308
727,posey,IN,0.025,25968,1038.72,25588,283,38,34,25,0.14633395,0.13093038,0.09627234,16513,76.2974626,17.2106825,4.59032278,25679,98.8870918,7.62490751,8.9456869,5.92997509,11.3455809,1,AAU,1038720
2076,pr3ble,Ohio,0.025,40113,1604.52,39819,147,53,65,29,0.13212674,0.16204223,NA,25469,72.4606384,11.233264,2.39899486,39614,98.7560143,10.1883173,15.565561,8.12505639,8.24067022,0,AAR,1604520
1267,pr3sque isle,MI,0.042,13743,327.214286,13648,11,43,30,11,0.31288656,0.21829295,0.08004075,9285,65.6758212,13.8933764,3.27409801,13627,99.1559339,14.6987598,16.6811468,12.5114434,16.7679558,0,LAR,327214.285714286
637,pulaski ,IL,0.011,7523,683.909091,5032,2466,8,7,10,0.10634056,0.09304799,0.13292569,4816,59.7799003,14.3687708,2.20099668,7441,98.9100093,30.184115,40.0374181,23.867741,31.1619718,0,LHR,683909.090909091
638,putnam,IL,0.01,5730,573,5616,9,7,7,91,0.12216405,0.12216405,1.58813264,3783,75.8128469,16.5212794,3.43642612,5722,99.8603839,7.54980776,10.4780616,6.22734761,7.15517241,0,AAR,573000
729,putnam,IN,0.029,30315,1045.34483,29196,826,77,154,62,0.25399967,0.50799934,0.20451921,18437,76.0535879,15.734664,5.5811683,26072,86.0036286,8.27324333,10.7356154,6.72192811,9.37950938,0,AAR,1045344.82758621
2077,putnam,OH,0.029,33819,1166.17241,33197,26,44,25,527,0.13010438,0.07392294,1.55829563,20028,77.5064909,15.7080088,2.8060715,33390,98.7314823,5.75621444,7.14017991,4.23869967,7.95176182,0,ALR,1166172.4137931
641,r0ck island,IL,0.028,148723,5311.53571,133428,10488,354,1017,3436,0.2380264,NA,2.31033532,96715,77.3747609,21.3007289,4.49775112,144662,97.2694203,13.1845267,19.375,11.7520934,9.05748897,1,AAU,5311535.71428571
2079,r0ss,OH,0.041,69330,1690.97561,64362,4467,155,266,80,0.22356844,0.38367229,0.11539016,45531,67.5803299,14.1156575,2.99795744,63449,91.5173806,17.7496887,24.8676325,15.0094603,15.4179338,0,LHR,1690975.6097561
