 Flight Number,Departure Delay,Arrival Delay,Airline,Origin Airport,Destination Airport,Distance,Flight Date,Delay Ratio
1506,-3,-8,UA,EWR,BOS,171,2013-09-21 07:00:00,2.66666666666667
349,3,0,FL,LGA,ATL,677,2013-08-24 14:00:00,0
199,-4,-14,AA,JFK,ORD,689,2013-11-18 17:00:00,3.5
45,-3,-22,AA,JFK,LAS,2310,2013-09-24 17:00:00,7.33333333333333
208,-4,-6,B6,JFK,PWM,314,2013-08-08 11:00:00,1.5
2380,-6,4,B6,EWR,BOS,126,2013-08-22 11:00:00,-0.666666666666667
4423,NA,NA, MQ,JFK,RDU,386,2013-05-23 19:00:00,NA
133,-5,7,B6 ,JFK,RSW,1004,2013-03-31 11:00:00,-1.4
223,NA,-6,B6,JFK,LAX,2386,2013-12-23 09:00:00,6
731,-1,-22,DL,LGA,DTW,469,2013-06-23 06:00:00,22
970,42,25,DL,LGA,FLL,998,2013-12-03 09:00:00,0.595238095238095
4415,0,18,MQ,LGA,RDU,444,2013-01-27 16:00:00,Inf
1947,0,5,DL,LGA,ATL,711,2013-03-01 12:00:00,Inf
2253,-10,NA,AA,LGA,MIA,NA,2013-02-15 12:00:00,1.1
2146,-6,27, US,LGA,BOS,225,2013-09-28 12:00:00,-4.5
4636,NA,NA,EV,EWR,DCA,219,2013-02-09 09:00:00,NA
2152,-5,-9,WN,EWR,BNA,807,2013-05-12 13:00:00,1.8
2454,12,89,DL,JFK,DEN,1653,2013-07-10 19:00:00,7.41666666666667
997,NA,11,NA ,EWR,LAX,2431,2013-10-10 08:00:00,-1.22222222222222
3257,5,6,EV,EWR,JAX,843,2013-04-04 11:00:00,1.2
5383,-7,-15,EV,LGA,ROC,227,2013-09-29 19:00:00,2.14285714285714
4705,19,9,EV,EWR,ATL,813,2013-03-28 16:00:00,0.473684210526316
4518,-7,20, MQ,LGA,RDU,500,2013-04-04 06:00:00,-2.85714285714286
1083,1,-11,UA,EWR,SFO,2581,2013-05-24 15:00:00,-11
4297,NA,NA,EV,EWR,DTW,461,2013-03-21 08:00:00,NA
3285,NA,NA,9E,JFK,DTW,449,2013-04-22 18:00:00,NA
377,NA,NA,B6,LGA,FLL,1138,2013-06-13 14:00:00,NA
1346,-2,-17,FL,LGA,ATL,825,2013-11-14 19:00:00,8.5
373,NA,NA,US,JFK,CLT,482,2013-03-19 18:00:00,1
1139,-2,-22,UA ,EWR,DEN,1642,2013-09-08 16:00:00,11
4381,0,-3, EV,EWR,DTW,430,2013-06-19 15:00:00,-Inf
4146,47,53,MQ,JFK,CMH,529,2013-02-26 15:00:00,1.12765957446809
2165,-9,1,US,LGA,DCA,168,2013-06-19 08:00:00,-0.111111111111111
34,5,-2,B6,JFK,BTV,248,2013-08-28 11:00:00,-0.4
4911,-4,-6,EV,EWR,DTW,572,2013-02-13 06:00:00,1.5
431,7,13,B6,LGA,SRQ,961,2013-06-30 13:00:00,1.85714285714286
4381,40,53,EV,EWR,DTW,403,2013-02-13 14:00:00,1.325
1600,2,53,UA,EWR,LAX,2476,2013-12-07 15:00:00,26.5
4091,NA,138, NA,EWR,IAD,NA,2013-07-19 16:00:00,1.55056179775281
726,119,101,UA,EWR,SFO,2551,2013-06-02 18:00:00,0.848739495798319
57,15,-7,B6 ,JFK,PBI,1101,2013-03-15 09:00:00,-0.466666666666667
3552,-12,-11,9E,JFK,DTW,534,2013-02-20 08:00:00,0.916666666666667
1159,2,-18,UA,JFK,LAX,2414,2013-05-10 08:00:00,-9
415,2,NA,B6,JFK,SFO,2512,2013-08-10 18:00:00,5
35,2,21,US,JFK,PHX,2178,2013-04-16 15:00:00,10.5
301,-2,-24,DL,JFK,SJU,1608,2013-07-16 08:00:00,12
1271,-1,-26, DL,JFK,FLL,1073,2013-09-21 08:00:00,26
1769,188,161,AA,JFK,MIA,1059,2013-04-16 14:00:00,0.856382978723404
1004,NA,29,B6,JFK,BOS,223,2013-03-09 09:00:00,0.707317073170732
2171,-8,-20,US,LGA,DCA,226,2013-09-12 08:00:00,2.5
1466,-4,-25,UA,EWR,IAH,1417,2013-05-02 20:00:00,6.25
423,-5,-16,UA ,EWR,MCO,855,2013-08-03 20:00:00,3.2
4255,-4,-26,MQ,JFK,BNA,787,2013-06-05 17:00:00,6.5
3357,-2,-18,MQ,LGA,ATL,768,2013-10-01 16:00:00,9
1160,-5,-29, AA,LGA,MIA,1170,2013-10-12 10:00:00,5.8
27,-2,-6,DL,JFK,ATL,693,2013-07-24 08:00:00,3
250,-1,32,UA,EWR,LAX,2478,2013-01-25 17:00:00,-32
3858,-8,-4,9E,JFK,PHL,92,2013-09-21 19:00:00,0.5
299,NA,NA,NA,EWR,DFW,1294,2013-01-07 20:00:00,0.947368421052632
1262,-4,-32,UA,EWR,MCO,935,2013-02-10 16:00:00,8
223,2,-5,B6,JFK,LAX,2411,2013-08-18 09:00:00,-2.5
187,1,-22,VX,EWR,SFO,2529,2013-10-19 10:00:00,-22
389,27,14, B6 ,LGA,MCO,933,2013-02-02 07:00:00,0.518518518518518
930,-7,-9,DL,LGA,FLL,NA,2013-05-07 11:00:00,1.28571428571429
4388,3,-18,EV,EWR,JAX,904,2013-08-03 08:00:00,-6
2379,-9,-24,DL,LGA,FLL,1119,2013-04-16 09:00:00,2.66666666666667
1734,-2,-7,UA,EWR,ORD,784,2013-06-11 13:00:00,3.5
3846,-1,-3,9E,JFK,ORF,328,2013-10-28 14:00:00,3
404,NA,25,UA,EWR,IAH,1397,2013-10-21 17:00:00,1.66666666666667
338,3,9,US,JFK,PHX,2107,2013-02-02 09:00:00,3
133,200,211, AA,JFK,LAX,2485,2013-06-28 15:00:00,1.055
3513,113,104,9E,LGA,MKE,777,2013-10-07 18:00:00,0.920353982300885
165,8,25,VX,EWR,LAX,2413,2013-06-12 13:00:00,3.125
3531,NA,NA,MQ ,LGA,RDU,452,2013-09-12 08:00:00,NA
5343,1,-14,EV,LGA,CHO,354,2013-03-01 20:00:00,-14
524,7,-13,UA,EWR,IAH,1465,2013-04-04 20:00:00,-1.85714285714286
1757,-5,-33,AA,JFK,TPA,1012,2013-07-16 07:00:00,6.6
1532,141,114,UA,EWR,SFO,2546,2013-08-15 20:00:00,0.808510638297872
83,NA,-9, NA,JFK,SEA,2410,2013-02-10 13:00:00,-0.692307692307692
2180,-10,-9,B6,EWR,BOS,109,2013-10-25 06:00:00,0.9
4511,14,17,EV,EWR,ROC,185,2013-07-18 16:00:00,1.21428571428571
44,-6,-6,B6,JFK,SYR,112,2013-01-23 07:00:00,1
715,-3,26,AA,LGA,DFW,1356,2013-02-23 07:00:00,-8.66666666666667
3445,4,-2,9E,LGA,MKE,820,2013-12-20 06:00:00,-0.5
1415,-6,-28,DL ,JFK,SLC,2041,2013-08-27 07:00:00,4.66666666666667
695,3,-2,AA,JFK,AUS,1440,2013-04-15 17:00:00,-0.666666666666667
505,-5,-16, B6,EWR,FLL,1053,2013-10-31 13:00:00,3.2
487,0,6,US,JFK,CLT,580,2013-01-05 08:00:00,Inf
3567,NA,NA,MQ,LGA,CLT,NA,2013-11-07 13:00:00,0
2370,0,-1,DL,LGA,PBI,1126,2013-11-08 17:00:00,-Inf
3783,18,2,MQ,JFK,CMH,473,2013-03-09 19:00:00,0.111111111111111
2285,-5,1,DL,LGA,MCO,856,2013-02-22 07:00:00,-0.2
1117,-7,-5,US,EWR,CLT,433,2013-01-11 05:00:00,0.714285714285714
1982,-5,-11,DL,LGA,MIA,1146,2013-12-15 15:00:00,2.2
883,50,60, AA,EWR,DFW,1417,2013-01-01 14:00:00,1.2
1269,7,-3,UA ,EWR,PBI,1023,2013-02-17 16:00:00,-0.428571428571429
731,-6,-13,DL,LGA,DTW,406,2013-04-16 06:00:00,2.16666666666667
63,64,93,FL,LGA,ATL,823,2013-12-09 11:00:00,1.453125
3396,NA,14,NA,EWR,MDW,799,2013-09-21 06:00:00,2.33333333333333
397,-4,-24,UA,JFK,SFO,2489,2013-09-11 08:00:00,6
1801,8,-2,B6,JFK,FLL,1136,2013-12-19 15:00:00,-0.25
2167,6,12,US,LGA,DCA,243,2013-01-24 09:00:00,2
431,-10,-2, B6,LGA,SRQ,975,2013-11-15 13:00:00,0.2
3052,-7,NA,MQ,JFK,TPA,1085,2013-10-08 07:00:00,1.85714285714286
2047,-6,7,DL,LGA,ATL,765,2013-01-30 07:00:00,-1.16666666666667
5693,76,58,EV,LGA,IAD,268,2013-01-26 19:00:00,0.763157894736842
12,176,156,B6 ,JFK,SYR,173,2013-04-22 15:00:00,0.886363636363636
2391,0,-12,DL,JFK,TPA,1057,2013-07-04 20:00:00,-Inf
802,NA,-16,US,EWR,CLT,536,2013-08-15 15:00:00,8
15,20,2,B6,JFK,FLL,982,2013-01-04 17:00:00,0.1
731,-6,-17, DL,LGA,DTW,464,2013-12-27 06:00:00,2.83333333333333
867,16,7,DL,JFK,BOS,112,2013-06-12 09:00:00,0.4375
313,23,44,AA,LGA,ORD,638,2013-04-25 09:00:00,1.91304347826087
615,27,33,B6,JFK,JAX,NA,2013-01-06 13:00:00,1.22222222222222
1275,-8,-22,B6,JFK,CHS,707,2013-05-19 14:00:00,2.75
1680,1,-11,UA,EWR,MIA,1018,2013-10-13 20:00:00,-11
4398,-3,-3,EV,EWR,DSM,1114,2013-05-22 10:00:00,1
829,-8,-19,US ,JFK,CLT,470,2013-03-03 06:00:00,2.375
3433,NA,NA, NA,JFK,PIT,372,2013-09-24 19:00:00,9.25
2098,-5,-42,DL,LGA,MIA,1124,2013-10-30 11:00:00,8.4
3737,318,289,MQ,EWR,ORD,737,2013-05-08 07:00:00,0.908805031446541
3325,-2,11,9E,JFK,DFW,1405,2013-01-15 16:00:00,-5.5
1439,-4,-24,WN,EWR,BNA,701,2013-10-12 07:00:00,6
413,-1,-24,VX,JFK,LAX,2574,2013-03-08 16:00:00,24
1318,-6,-19,B6,JFK,BOS,238,2013-06-20 12:00:00,3.16666666666667
404,30,18,UA,EWR,IAH,1449,2013-09-30 15:00:00,0.6
3542,24,-4, 9E,JFK,MSP,996,2013-07-08 18:00:00,-0.166666666666667
753,-6,2,AA,LGA,DFW,1361,2013-03-17 13:00:00,-0.333333333333333
1668,NA,3,UA ,EWR,SFO,2654,2013-12-18 06:00:00,-0.75
2164,-6,-28,US,LGA,BOS,84,2013-10-22 21:00:00,4.66666666666667
1449,-4,-9,UA,LGA,IAH,1377,2013-02-19 10:00:00,2.25
279,15,-5,UA,EWR,ORD,784,2013-12-28 06:00:00,-0.333333333333333
5475,1,-11,EV,LGA,TVC,656,2013-07-20 09:00:00,-11
406,3,NA,DL,JFK,ATL,828,2013-12-21 18:00:00,-3.33333333333333
2319,199,190, DL,LGA,MSP,993,2013-04-09 10:00:00,0.954773869346734
2136,8,22,US,LGA,BOS,84,2013-03-21 17:00:00,2.75
927,-4,-2,B6,EWR,MCO,943,2013-09-22 13:00:00,0.5
4297,-3,-21,EV,EWR,DTW,564,2013-11-30 07:00:00,7
34,NA,-15,NA,JFK,BTV,NA,2013-09-02 11:00:00,7.5
3310,31,0,9E ,JFK,MCI,1022,2013-07-06 17:00:00,0
1222,-4,-14,US,LGA,CLT,561,2013-07-02 09:00:00,3.5
2459,-5,-29,DL,JFK,MCO,849,2013-11-28 16:00:00,5.8
831,5,-5, DL,LGA,DTW,515,2013-12-20 07:00:00,-1
5058,94,131,EV,EWR,ATL,657,2013-08-10 15:00:00,1.3936170212766
85,-3,5,AA,JFK,SFO,2491,2013-08-28 15:00:00,-1.66666666666667
5790,-11,17,EV,EWR,DAY,462,2013-04-24 08:00:00,-1.54545454545455
1199,150,160,UA,EWR,BOS,198,2013-09-13 06:00:00,1.06666666666667
1198,-3,-27,UA,LGA,ORD,828,2013-09-30 06:00:00,9
83,NA,NA,DL,JFK,MIA,1103,2013-10-11 18:00:00,-0.21875
691,-7,-28,UA,LGA,ORD,751,2013-10-22 17:00:00,4
2043,60,78, DL ,JFK,ATL,742,2013-07-26 13:00:00,1.3
74,-5,-14,B6,JFK,BTV,203,2013-06-03 12:00:00,2.8
179,140,143,AA,JFK,SFO,2508,2013-10-22 10:00:00,1.02142857142857
2007,0,12,DL,JFK,PDX,2386,2013-06-13 19:00:00,Inf
1635,-4,-45,AA,JFK,SJU,1513,2013-05-01 14:00:00,11.25
711,34,12,B6,JFK,LAS,2290,2013-07-18 18:00:00,0.352941176470588
1442,30,22,UA,EWR,DFW,1316,2013-08-02 18:00:00,0.733333333333333
1611,39,21,AA,LGA,MIA,1027,2013-09-08 18:00:00,0.538461538461538
5713,NA,-28, NA,LGA,IAD,180,2013-09-20 14:00:00,3.11111111111111
1064,-3,-17,UA,EWR,BOS,279,2013-09-09 17:00:00,5.66666666666667
151,-3,-12,B6,JFK,MCO,852,2013-05-09 14:00:00,4
1483,49,69,UA ,EWR,AUS,1452,2013-12-22 14:00:00,1.40816326530612
1256,53,57,AA,LGA,MIA,1003,2013-12-17 12:00:00,1.07547169811321
4294,12,NA,EV,EWR,SAV,NA,2013-04-11 16:00:00,2.5
1127,11,46,UA,EWR,SFO,2476,2013-04-11 18:00:00,4.18181818181818
4137,84,102,EV,EWR,ATL,716,2013-12-09 06:00:00,1.21428571428571
1724,1,-7, UA,EWR,PBI,1028,2013-01-07 07:00:00,-7
2154,-6,-15,US,LGA,BOS,92,2013-09-16 16:00:00,2.5
1231,NA,-6,DL,LGA,DTW,514,2013-05-21 14:00:00,-6
368,6,-8,UA,EWR,MSY,1216,2013-05-13 12:00:00,-1.33333333333333
2041,18,9,AA,JFK,MIA,989,2013-07-23 12:00:00,0.5
1121,-8,-3,AA,LGA,DFW,1357,2013-10-11 09:00:00,0.375
1838,-3,-8,AA ,JFK,BOS,280,2013-05-10 08:00:00,2.66666666666667
927,37,32,B6,EWR,MCO,1003,2013-07-08 12:00:00,0.864864864864865
256,-5,3, AA,JFK,BOS,273,2013-11-13 15:00:00,-0.6
236,31,6,UA,EWR,TPA,1058,2013-12-21 19:00:00,0.193548387096774
963,6,23,UA,EWR,BOS,296,2013-01-13 21:00:00,3.83333333333333
135,1,-16,B6,JFK,PHX,2112,2013-09-24 20:00:00,-16
4312,NA,NA,NA,EWR,DCA,171,2013-04-05 19:00:00,1.59259259259259
1054,1,7,UA,EWR,LAX,2440,2013-11-29 13:00:00,7
522,175,180,UA,LGA,ORD,766,2013-05-22 12:00:00,1.02857142857143
2139,29,33,DL,LGA,MIA,1008,2013-09-22 18:00:00,1.13793103448276
2038,17,-4, WN,EWR,BNA,663,2013-07-20 07:00:00,-0.235294117647059
4636,-6,-5,EV ,EWR,DCA,118,2013-04-01 09:00:00,0.833333333333333
5254,-5,-6,EV,LGA,DSM,1037,2013-08-11 20:00:00,1.2
731,-5,-11,DL,LGA,DTW,498,2013-12-26 06:00:00,2.2
15,-3,4,AS,EWR,SEA,2481,2013-11-28 07:00:00,-1.33333333333333
4511,155,156,EV,EWR,ROC,297,2013-07-10 16:00:00,1.00645161290323
4474,NA,-15,EV,EWR,BWI,NA,2013-08-11 21:00:00,7.5
143,-7,-19,B6,JFK,PBI,1083,2013-03-29 16:00:00,2.71428571428571
189,-8,-34, B6,JFK,SAN,2444,2013-08-31 09:00:00,4.25
1185,53,28,B6,JFK,RDU,504,2013-06-22 17:00:00,0.528301886792453
371,-6,24,B6,LGA,FLL,1015,2013-12-12 06:00:00,-4
2223,-8,NA,AA,LGA,STL,907,2013-02-01 15:00:00,-2.125
1065,NA,NA,US ,JFK,CLT,491,2013-07-11 06:00:00,NA
1178,-12,-16,B6,EWR,BOS,110,2013-04-05 20:00:00,1.33333333333333
874,-6,-34,DL,LGA,MIA,1167,2013-10-04 09:00:00,5.66666666666667
1216,0,7,UA,EWR,SJU,1553,2013-11-30 07:00:00,Inf
623,NA,-12, NA,JFK,LAX,2402,2013-07-16 22:00:00,-12
1121,139,136,UA,EWR,FLL,1135,2013-01-02 12:00:00,0.97841726618705
442,1,-22,DL,JFK,SEA,2460,2013-12-25 18:00:00,-22
361,0,-13,B6,LGA,PBI,1075,2013-02-04 09:00:00,-Inf
673,1,-30,B6,JFK,LAX,2391,2013-02-26 11:00:00,-30
3459,7,-9,9E,JFK,BNA,803,2013-06-12 15:00:00,-1.28571428571429
847,78,88,DL,LGA,ATL,703,2013-10-06 16:00:00,1.12820512820513
49,-3,-5,B6 ,JFK,PBI,973,2013-06-19 06:00:00,1.66666666666667
213,-4,6, B6,JFK,LGB,2482,2013-11-22 13:00:00,-1.5
3661,-8,-14,9E,JFK,ROC,264,2013-01-25 09:00:00,1.75
4300,NA,NA,EV,EWR,RIC,360,2013-03-23 16:00:00,2.85714285714286
1685,-7,-22,DL,LGA,MCO,977,2013-11-06 12:00:00,3.14285714285714
4626,-6,-30,MQ,LGA,CMH,405,2013-05-13 18:00:00,5
104,-7,-10,B6,JFK,BUF,395,2013-04-02 21:00:00,1.42857142857143
1526,175,157,UA,EWR,LAX,2399,2013-09-12 18:00:00,0.897142857142857
645,-5,6,FL,LGA,ATL,NA,2013-02-01 19:00:00,-1.2
63,-3,-26, B6,JFK,SEA,2343,2013-07-16 09:00:00,8.66666666666667
2136,-8,-19,US,LGA,BOS,98,2013-05-10 17:00:00,2.375
901,12,2,B6 ,JFK,FLL,1099,2013-03-10 08:00:00,0.166666666666667
1010,17,4,UA,EWR,MIA,1127,2013-04-15 19:00:00,0.235294117647059
4322,NA,-23,NA,EWR,MKE,800,2013-03-06 10:00:00,-23
4204,2,-27,EV,EWR,OKC,1249,2013-07-15 19:00:00,-13.5
611,96,107,B6,JFK,LAS,2151,2013-08-09 21:00:00,1.11458333333333
3928,92,NA,WN,EWR,HOU,1394,2013-08-14 17:00:00,NA
884,7,-30, DL,LGA,DEN,1669,2013-04-30 17:00:00,-4.28571428571429
3386,61,NA,MQ,JFK,DCA,239,2013-10-17 11:00:00,1.04918032786885
5683,0,-1,EV,EWR,BWI,93,2013-01-06 13:00:00,-Inf
709,4,-12,B6,JFK,SJU,1597,2013-01-11 06:00:00,-3
1128,5,16,UA,LGA,ORD,751,2013-08-02 20:00:00,3.2
1136,-7,10,US ,EWR,CLT,619,2013-05-12 13:00:00,-1.42857142857143
3841,NA,2,9E,JFK,PHL,193,2013-10-07 08:00:00,-0.666666666666667
525,70,90,UA,EWR,DEN,1548,2013-07-25 18:00:00,1.28571428571429
5712,78,83, EV,JFK,IAD,147,2013-12-12 14:00:00,1.06410256410256
2327,-1,-4,WN,EWR,MDW,658,2013-02-22 19:00:00,4
2019,29,7,DL,LGA,MSP,966,2013-05-09 18:00:00,0.241379310344828
1111,NA,NA,AA,LGA,DFW,1416,2013-12-10 07:00:00,NA
985,-1,-24,DL,JFK,BOS,180,2013-09-15 20:00:00,24
3669,12,16,MQ,LGA,ATL,789,2013-08-18 14:00:00,1.33333333333333
2190,-3,-24,DL,JFK,MIA,1076,2013-12-03 08:00:00,8
2314,7,-3,AA,JFK,BOS,224,2013-10-26 20:00:00,-0.428571428571429
3507,NA,NA, NA ,JFK,MSY,NA,2013-08-18 08:00:00,4
713,0,-19,B6,JFK,SJU,1539,2013-01-10 22:00:00,-Inf
79,5,-11,B6,JFK,MCO,985,2013-04-11 06:00:00,-2.2
2175,-9,-2,US,LGA,DCA,188,2013-11-19 10:00:00,0.222222222222222
575,66,183,AA,JFK,EGE,1789,2013-01-28 17:00:00,2.77272727272727
4421,116,109,EV,EWR,BTV,350,2013-04-25 21:00:00,0.939655172413793
1531,-7,-23,DL,EWR,DTW,537,2013-11-20 18:00:00,3.28571428571429
73,10,43,DL,JFK,ATL,660,2013-05-23 19:00:00,4.3
732,280,252, WN,EWR,MDW,798,2013-03-05 17:00:00,0.9
1485,-5,-6,DL,LGA,MCO,961,2013-02-01 19:00:00,1.2
5273,NA,-10,EV,LGA,PIT,368,2013-07-10 11:00:00,3.33333333333333
731,-5,-8,AA ,LGA,DFW,1357,2013-01-21 10:00:00,1.6
1978,-6,1,US,JFK,CLT,553,2013-10-21 12:00:00,-0.166666666666667
3367,316,311,MQ,LGA,XNA,1202,2013-06-27 17:00:00,0.984177215189873
2402,12,14,B6,JFK,BUF,397,2013-12-27 13:00:00,1.16666666666667
545,-8,NA,B6,EWR,PBI,1067,2013-04-09 10:00:00,2.375
3304,-1,15, 9E,JFK,MSY,1247,2013-10-22 19:00:00,-15
403,72,53,B6,JFK,SJU,1628,2013-03-28 08:00:00,0.736111111111111
4457,-8,-18,EV,EWR,PHL,92,2013-03-30 19:00:00,2.25
4484,5,25,MQ,LGA,BNA,688,2013-03-19 18:00:00,5
4287,NA,-12,NA,EWR,ROC,334,2013-04-07 11:00:00,-4
1599,NA,NA,AA,LGA,MIA,1095,2013-12-07 10:00:00,NA
4667,-4,-8,EV ,EWR,MSP,950,2013-07-21 15:00:00,2
608,22,28,B6,JFK,PWM,300,2013-05-09 22:00:00,1.27272727272727
66,0,-1, B6,JFK,BUF,381,2013-01-30 12:00:00,-Inf
701,-7,-19,UA,EWR,IAH,NA,2013-11-18 12:00:00,2.71428571428571
2219,43,19,DL,LGA,MSP,1062,2013-05-08 11:00:00,0.441860465116279
347,-5,-10,B6,JFK,SRQ,944,2013-04-02 14:00:00,2
3697,-5,-17,MQ,EWR,ORD,784,2013-02-24 12:00:00,3.4
199,146,154,AA,JFK,ORD,768,2013-12-29 17:00:00,1.05479452054795
4654,NA,NA,MQ,LGA,ATL,705,2013-05-08 10:00:00,1.0188679245283
179,-5,-13,AA,JFK,SFO,2517,2013-08-07 10:00:00,2.6
1714,8,13, US,LGA,PHL,31,2013-10-24 15:00:00,1.625
991,3,23,B6 ,JFK,PBI,1071,2013-02-14 12:00:00,7.66666666666667
669,9,17,B6,JFK,SJC,2659,2013-09-22 18:00:00,1.88888888888889
1823,-5,-19,US,LGA,CLT,516,2013-08-03 18:00:00,3.8
4371,-6,-9,EV,EWR,BNA,709,2013-04-27 10:00:00,1.5
1779,-5,-3,DL,LGA,FLL,1022,2013-06-11 14:00:00,0.6
1247,13,16,UA,EWR,IAH,1431,2013-08-13 10:00:00,1.23076923076923
3768,0,-17,MQ,EWR,ORD,721,2013-02-23 06:00:00,-Inf
1744,NA,1, NA,LGA,IAH,1476,2013-04-02 14:00:00,-0.166666666666667
709,5,0,B6,JFK,SJU,1574,2013-02-01 06:00:00,0
44,-6,-23,B6,JFK,SYR,235,2013-04-29 07:00:00,3.83333333333333
1615,9,7,UA,EWR,AUS,1568,2013-08-10 18:00:00,0.777777777777778
695,5,9,AA ,JFK,AUS,1545,2013-07-03 17:00:00,1.8
1186,17,NA,UA,EWR,MIA,1128,2013-06-13 12:00:00,1.05882352941176
3459,-9,-31,9E,JFK,BNA,854,2013-01-29 16:00:00,3.44444444444444
1583,0,-9,UA,EWR,SFO,2623,2013-10-24 12:00:00,-Inf
4572,-3,-7, EV,EWR,GSP,692,2013-12-28 15:00:00,2.33333333333333
71,-2,-7,B6,JFK,FLL,1084,2013-05-10 14:00:00,3.5
3263,NA,183,EV,EWR,RIC,NA,2013-01-23 12:00:00,0.989189189189189
4522,0,5,EV,EWR,BNA,657,2013-07-23 07:00:00,Inf
4410,-4,-16,MQ,JFK,DCA,236,2013-02-15 17:00:00,4
772,NA,NA,UA,EWR,MIA,1143,2013-01-25 06:00:00,NA
27,-2,-6,B6,JFK,TPA,999,2013-06-19 06:00:00,3
673,NA,NA,UA ,EWR,SNA,2346,2013-07-07 18:00:00,NA
2343,-6,-15, DL,EWR,ATL,753,2013-05-22 10:00:00,2.5
4150,-13,-24,EV,EWR,CVG,511,2013-05-22 06:00:00,1.84615384615385
4537,-10,-1,EV,EWR,MEM,1042,2013-11-16 16:00:00,0.1
97,11,49,B6,JFK,DEN,1602,2013-12-08 21:00:00,4.45454545454545
161,NA,NA,NA,EWR,LAX,2447,2013-06-05 09:00:00,0.8
1473,72,70,DL,LGA,MEM,885,2013-04-01 16:00:00,0.972222222222222
1097,-8,10,AA,LGA,DFW,1377,2013-04-26 09:00:00,-1.25
1705,-6,-30,DL,LGA,MSY,1219,2013-01-11 13:00:00,5
2126,-5,-15, US,LGA,BOS,193,2013-06-20 12:00:00,3
2949,2,-22,MQ,JFK,BNA,701,2013-06-19 16:00:00,-11
2815,-4,7,MQ ,JFK,CLE,379,2013-12-07 14:00:00,-1.75
151,0,-15,B6,JFK,MCO,956,2013-05-15 14:00:00,-Inf
1139,4,-24,UA,LGA,DEN,1591,2013-09-14 11:00:00,-6
8,-2,-15,B6,JFK,PWM,320,2013-07-21 07:00:00,7.5
119,NA,22,AA,EWR,LAX,2476,2013-09-09 18:00:00,-7.33333333333333
739,22,0,B6,JFK,PSE,1573,2013-05-10 23:00:00,0
4534,-4,0, MQ,LGA,XNA,1244,2013-02-26 07:00:00,0
1641,-2,-10,UA,EWR,MCO,1027,2013-11-17 13:00:00,5
3459,47,17,9E,JFK,BNA,829,2013-07-29 15:00:00,0.361702127659574
1212,1,NA,UA,EWR,SFO,NA,2013-09-19 12:00:00,-16
893,-6,-14,US,JFK,CLT,605,2013-10-31 10:00:00,2.33333333333333
4106,-7,8,EV ,EWR,GSO,524,2013-02-12 20:00:00,-1.14285714285714
2131,-5,-15,DL,LGA,DTW,554,2013-11-05 19:00:00,3
3843,-7,-23,9E,JFK,PHL,111,2013-10-27 19:00:00,3.28571428571429
336,NA,-16, NA,EWR,BZN,1865,2013-03-30 08:00:00,8
193,103,96,VX,EWR,SFO,2570,2013-04-04 17:00:00,0.932038834951456
604,10,-2,US,EWR,PHX,2057,2013-10-25 10:00:00,-0.2
4351,10,19,EV,EWR,JAX,782,2013-07-16 20:00:00,1.9
5675,-6,-32,EV,EWR,CMH,414,2013-09-20 14:00:00,5.33333333333333
1583,27,32,UA,EWR,SFO,2559,2013-12-18 13:00:00,1.18518518518519
3604,45,22,MQ,EWR,ORD,624,2013-10-10 20:00:00,0.488888888888889
739,3,16,AA,LGA,DFW,1294,2013-06-18 11:00:00,5.33333333333333
348,-8,7, FL ,LGA,ATL,748,2013-02-21 13:00:00,-0.875
2380,-8,-3,B6,EWR,BOS,244,2013-12-01 12:00:00,0.375
2143,NA,NA,DL,JFK,ATL,807,2013-04-10 15:00:00,6.25
3961,173,182,9E,LGA,GRR,611,2013-01-18 09:00:00,1.05202312138728
283,14,24,B6,JFK,MCO,981,2013-07-07 16:00:00,1.71428571428571
35,0,26,WN,EWR,DEN,1704,2013-05-31 07:00:00,Inf
688,14,21,US,EWR,PHX,2072,2013-07-08 13:00:00,1.5
4292,36,23,EV,EWR,GSP,642,2013-05-29 20:00:00,0.638888888888889
645,-6,-11, FL,LGA,ATL,754,2013-01-07 19:00:00,1.83333333333333
2187,97,90,US,LGA,DCA,142,2013-07-21 19:00:00,0.927835051546392
1643,1,17,UA,EWR,DEN,1627,2013-01-14 09:00:00,17
807,-4,-11,DL ,EWR,ATL,837,2013-06-21 07:00:00,2.75
3202,NA,5,NA,JFK,IND,NA,2013-10-30 15:00:00,-0.625
1264,18,15,UA,EWR,MCO,1022,2013-12-22 20:00:00,0.833333333333333
1151,39,-4,UA,EWR,SEA,2440,2013-07-04 15:00:00,-0.102564102564103
773,-6,-20,AA,LGA,DFW,1352,2013-02-03 16:00:00,3.33333333333333
2119,-6,4, DL,LGA,MSP,986,2013-11-21 08:00:00,-0.666666666666667
3399,14,NA,9E,JFK,DTW,593,2013-08-29 18:00:00,-1.92857142857143
1043,-3,-16,DL,JFK,SEA,2422,2013-02-19 18:00:00,5.33333333333333
1025,-3,-33,UA,LGA,IAH,1495,2013-11-20 08:00:00,11
219,13,39,B6,JFK,CLT,594,2013-01-02 08:00:00,3
1294,-3,-25,UA,EWR,ORD,680,2013-03-30 12:00:00,8.33333333333333
1165,NA,-12,UA ,EWR,LAX,2514,2013-02-06 18:00:00,6
