id,program.type,age,ethnicity.r,major,dal.course.code,se.1,se.2,se.3,se.4,se.5,se.6,se.7,se.8,asi.1,asi.2,asi.3,asi.4,asi.5,asi.6,asi.7,asi.8,asi.9,asi.10,asi.11,asi.12,asi.13,asi.14,asi.15,asi.16,asi.17,asi.18,pc.1,pc.2,pc.3,psp.1,psp.2,psp.3,frost.ps.1,frost.ps.2,frost.ps.3,frost.ps.4,frost.com.1,frost.com.2,frost.com.3,frost.com.4,frost.com.5,frost.da.1,frost.da.2,frost.da.3,frost.da.4,stat.anx.1,stat.anx.2,stat.anx.3,stat.anx.4,stat.anx.5,stat.anx.6,stat.anx.7,stat.anx.8,stat.anx.9,stat.anx.10,stat.anx.11,stat.anx.12,stat.anx.13,stat.anx.14,stat.anx.15,stat.anx.16,math.anx.1,math.anx.2,math.anx.3,math.anx.4,math.anx.5,math.anx.6,math.anx.7,math.anx.8,math.anx.9,faculty,stats,stats.history,gender.category,self.efficacy,asi.phys,asi.cog,asi.social,asi,perf.cog,perf.sp,frost.ps,frost.com,frost.da,stat.anx.tc,stat.anx.i,stat.anx.ah,stat.anx.ws,stat.anx.fst,stat.anx.sc,math.anx
12309127481,0,18,White,Medical Sciences,STAT 1060,4,4,4,4,4,3,2,4,3,1,1,2,1,2,3,1,4,2,3,1,4,1,1,1,5,1,4,4,4,5,6,6,5,5,4,5,4,2,2,1,1,4,2,2,3,2,2,1,3,4,3,2,4,2,1,2,2,2,2,1,2,1,2,1,3,4,1,1,4,1,1,1,0,1,3.625,1.5,1.166666667,3.5,2.055555556,4,5.666666667,4.75,2,2.75,3,2.666666667,2,2,1.333333333,2,2
12308768420,0,22,White,Neuroscience,"STAT 1060, PSYO 2080",4,4,4,4,5,4,3,3,3,3,2,2,3,2,1,2,3,3,1,1,2,4,2,4,3,3,2,2,3,5,6,5,4,4,4,2,2,2,2,2,4,4,4,3,4,2,3,2,3,2,1,2,2,1,2,1,2,1,4,4,2,1,2,1,2,2,1,2,3,1,1,0,1,1,3.875,1.666666667,3.333333333,2.333333333,2.444444444,2.333333333,5.333333333,3.5,2.4,3.75,2.333333333,1.666666667,2.5,1.333333333,3.333333333,1.5,1.666666667
12308290526,0,22,White,Psychology ,"STAT 1060, PSYO 2501",3,3,4,2,5,4,3,3,2,3,3,1,3,3,1,2,5,2,2,2,3,2,2,3,3,2,3,3,4,6,6,7,4,5,5,4,4,3,3,5,3,5,4,4,5,5,5,4,5,5,3,5,3,2,2,5,5,2,5,3,2,4,5,5,5,5,3,2,5,3,0,0,1,1,3.375,1.833333333,2.5,3,2.444444444,3.333333333,6.333333333,4.5,3.6,4.5,5,3.333333333,5,2,3.333333333,5,4.111111111
12308048152,0,21,White,Psychology,STAT1060; PSYO2501,4,4,4,4,5,4,4,4,3,1,4,1,2,2,1,1,4,1,1,1,4,1,1,2,2,1,2,2,3,3,2,5,4,4,4,3,4,2,2,1,1,1,2,1,2,4,5,4,5,2,4,5,5,2,1,2,3,1,4,5,1,1,2,4,4,5,4,5,5,4,1,0,1,1,4.125,1.5,1.333333333,2.666666667,1.833333333,2.333333333,3.333333333,3.75,2,1.5,3.666666667,4.333333333,5,1.333333333,3.333333333,2.5,3.777777778
12307920213,0,18,White,Undecided,,4,2,3,2,2,1,2,2,5,5,5,1,4,5,1,1,5,1,1,1,5,1,1,1,5,1,4,4,4,7,7,7,5,4,4,4,5,5,5,5,5,5,4,4,3,NA,NA,NA,NA,NA,5,5,NA,2,2,5,5,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,0,0,0,1,2.25,1.666666667,2.166666667,4.333333333,2.722222222,4,7,4.25,5,4,NA,5,5,2,2,5,5
12307725365,0,19,White,Psychology,"STAT 1060, PSYO 2501",4,4,5,4,3,3,2,4,2,3,1,1,2,4,2,1,4,3,2,1,1,1,1,2,3,1,4,4,4,5,7,7,4,4,4,3,5,2,3,4,2,4,2,2,3,4,4,3,4,4,3,4,3,2,1,1,4,3,3,3,4,1,4,2,3,5,2,3,4,4,1,0,1,1,3.625,1.166666667,2,2.666666667,1.944444444,4,6.333333333,3.75,3.2,2.75,4,3,4,3,2.333333333,2.5,3.111111111
12306951597,0,19,White,medical science,STAT1060,2,2,3,3,2,4,4,2,3,5,3,1,5,4,4,1,3,5,4,2,2,4,1,4,4,5,4,4,4,7,7,7,5,3,3,4,5,5,5,5,5,4,4,4,4,5,4,5,5,1,4,4,3,3,4,4,4,2,4,3,2,5,5,4,5,5,4,5,4,5,1,1,0,1,2.75,2,4.666666667,3.333333333,3.333333333,4,7,3.75,5,4,3.666666667,4,4,2.333333333,3.666666667,4,4.666666667
12306785982,0,18,White,Medical Science,STAT 1060,5,4,4,4,4,4,3,4,4,2,2,1,2,1,1,2,2,1,3,3,2,1,1,1,3,1,4,4,4,3,5,5,5,4,2,2,1,2,3,2,1,2,3,1,3,3,2,2,4,5,1,2,2,2,2,1,1,1,2,1,1,2,3,2,3,2,1,1,4,2,1,1,0,0,4,1.666666667,1.333333333,2.5,1.833333333,4,4.333333333,3.25,1.8,2.25,4,1.666666667,2,1.333333333,1.666666667,1,2.222222222
12306047347,0,19,White,Neuroscience,STAT 1060,4,2,4,4,5,4,4,4,3,1,2,1,1,3,3,1,2,1,1,1,3,1,3,1,1,1,NA,2,2,5,5,5,4,4,4,4,2,1,3,2,2,4,4,2,2,3,5,3,4,4,2,5,1,1,1,1,1,1,1,1,1,1,4,2,5,5,4,4,5,2,1,0,1,1,3.875,1.833333333,1,2.166666667,1.666666667,2,5,4,2,3,3.666666667,2,5,1,1,1,3.555555556
12305827489,0,19,Asian,Biology,STAT1060,5,5,4,4,5,5,5,4,4,3,1,2,1,1,1,2,4,2,1,1,2,3,1,3,3,4,3,3,3,4,6,6,3,5,2,4,4,1,4,3,3,4,4,4,3,4,3,2,5,5,3,2,2,1,1,2,2,1,3,3,1,1,3,3,5,4,1,2,4,1,1,0,1,1,4.625,1.333333333,2.666666667,2.5,2.166666667,3,5.333333333,3.5,3,3.75,4.666666667,2.333333333,2.5,1,2.333333333,2,2.666666667
12305592735,0,29,Asian,Psychology and Biology,STAT 1060; PSYO 2501,4,4,4,3,3,4,3,4,3,2,2,1,2,2,1,1,3,1,2,1,2,1,2,2,5,1,3,2,3,6,7,6,4,4,4,4,3,2,4,3,2,4,4,2,2,3,4,2,3,4,5,3,4,2,1,1,1,1,1,1,1,1,3,1,4,4,1,2,5,2,1,0,1,0,3.625,1.333333333,1.5,2.833333333,1.888888889,2.666666667,6.333333333,4,2.8,3,3.333333333,3.666666667,3.5,1.333333333,1,1,2.555555556
12305265812,0,20,White,Biology,STAT 1060,5,5,5,4,4,5,5,4,4,2,4,3,4,1,2,1,3,2,1,2,3,4,3,2,1,2,2,2,2,4,2,3,2,4,4,4,2,2,2,3,4,4,1,1,1,4,5,3,3,3,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4.625,2.5,2.666666667,2.166666667,2.444444444,2,3,3.5,2.6,1.75,3.333333333,2,4,1,1,2,1
12305160221,0,18,White,Medical Sciences,STAT 1060,5,5,5,5,5,5,5,5,5,4,1,1,1,3,1,1,3,1,2,1,1,1,1,1,5,1,3,2,4,7,7,7,4,5,5,5,5,4,4,1,3,5,5,4,2,1,5,1,4,NA,1,5,3,3,4,1,1,4,3,3,1,1,3,1,3,1,5,5,2,1,1,1,0,1,5,1,1.5,3.166666667,1.888888889,3,7,4.75,3.4,4,2.5,1.666666667,5,2.666666667,3.333333333,1,2.444444444
12303642044,0,19,White,undecided,,4,2,3,2,4,4,3,4,4,1,2,4,2,1,5,4,4,1,1,1,2,2,1,4,2,1,2,3,4,7,7,7,5,5,3,2,5,5,5,4,5,5,4,5,4,5,5,1,4,5,2,3,3,3,3,4,4,3,4,3,2,2,5,1,4,3,2,1,3,1,0,0,0,1,3.25,2.833333333,1.833333333,2.333333333,2.333333333,3,7,3.75,4.8,4.5,4.666666667,2,4,2.666666667,3.333333333,4,2.444444444
12303275585,0,22,White,Psychology,PSYO 2501,4,4,4,4,5,4,4,5,4,2,2,3,2,4,3,3,3,2,4,1,3,1,1,2,3,1,2,NA,3,7,4,5,4,3,4,4,4,3,3,2,4,4,2,4,4,4,4,3,4,4,4,4,3,2,1,4,2,2,2,2,2,1,2,2,4,2,1,2,5,1,0,0,1,1,4.25,2.166666667,1.666666667,3.5,2.444444444,2.5,5.333333333,3.75,3.2,3.5,4,3.333333333,4,2,1.666666667,3,2.222222222
12303138994,0,31,White,Psychology,PSYO 2501,5,5,5,5,5,5,5,5,3,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,3,3,2,2,4,5,4,5,2,2,3,2,2,2,2,1,2,4,2,4,4,4,3,2,5,2,3,1,1,1,2,2,1,2,4,3,4,4,4,4,5,5,0,0,1,1,5,1.666666667,1.333333333,1.333333333,1.444444444,2,2.333333333,4.5,2.2,1.75,4,4,2,1.333333333,2.333333333,1,3.888888889
12303101078,0,21,White,Neursoscience,"STAT1060, PSYO 2501, PSYO 3502",4,3,4,4,4,4,3,4,5,4,5,5,4,4,5,5,4,5,3,5,4,4,5,4,5,5,3,2,4,6,6,6,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,2,3,2,1,2,2,2,2,2,2,1,1,2,2,2,4,2,2,3,3,1,0,1,1,3.75,5,4.333333333,4.166666667,4.5,3,6,3.75,3.8,3.5,4,2.666666667,3.5,1.333333333,2,2,2.333333333
12303047947,0,18,White,undecided,,4,4,5,4,4,5,4,4,5,1,4,4,2,2,3,4,2,1,1,3,1,1,3,1,3,1,NA,NA,2,4,4,3,1,3,3,2,2,2,1,1,2,5,4,3,4,4,3,2,4,4,4,3,2,2,1,4,3,2,2,3,3,1,2,3,5,4,2,2,4,2,1,0,0,1,4.25,3.5,1.166666667,2.333333333,2.333333333,2,3.666666667,2.25,1.6,4,4,2.666666667,3,2.333333333,2,3.5,2.777777778
12302895839,0,22,Middle Eastern,Biology,STAT 1060,5,4,4,4,4,5,5,3,4,3,1,1,4,2,1,1,1,1,1,1,1,1,1,2,2,2,4,4,3,7,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,4.25,1,2.166666667,1.833333333,1.666666667,3.666666667,5.333333333,5,1.8,1,NA,NA,NA,NA,NA,NA,NA
12302809749,0,24,White,Psychology,"STAT1060, PSYO2501",5,5,5,5,5,5,5,5,3,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,3,5,2,1,4,5,5,5,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,0,0,1,0,5,1.666666667,1,1.333333333,1.333333333,2.666666667,2.666666667,4.75,1.2,1,2,1,1,1,1,1,1.555555556
12302758798,0,21,White,Psychology,"STAT 1060, STAT 2060, PSYO 2501",5,4,5,5,5,4,4,4,3,4,3,4,4,5,4,2,5,4,4,3,5,4,3,5,5,3,3,4,3,6,7,7,4,5,4,5,3,4,4,3,4,5,5,3,3,3,4,2,4,5,3,4,3,1,1,1,1,1,1,1,1,1,4,2,5,2,1,1,4,1,1,0,1,1,4.5,3.166666667,4,4.5,3.888888889,3.333333333,6.666666667,4.5,3.6,4,4,2.666666667,4,1,1,1,2.333333333
12302734617,0,19,White,Neuroscience ,STAT 1060,5,5,5,5,5,5,5,4,5,4,4,2,4,5,2,2,5,2,2,1,2,4,1,4,5,2,4,4,4,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,4,4,1,3,5,2,3,1,1,1,1,1,2,1,4,2,4,5,2,1,5,2,1,0,1,1,4.875,2,3.333333333,4,3.111111111,4,7,5,5,5,3.666666667,2.333333333,3,1.666666667,1.666666667,1,2.888888889
12302591666,0,21,White,Medical sciences,STAT1060,5,4,4,4,4,5,4,4,4,1,4,2,1,4,4,2,5,1,3,2,3,1,1,1,2,1,4,4,4,7,7,7,5,5,4,5,5,4,4,4,5,5,4,1,2,2,5,1,2,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4.25,2.5,1,3.5,2.333333333,4,7,4.75,4.4,3,1.666666667,1,5,1,1.666666667,1,1
12302283135,0,18,White,Neuroscience,STAT1060,3,2,4,4,4,4,4,4,3,2,5,2,2,3,1,2,4,4,4,1,2,2,1,2,5,1,3,4,4,7,7,7,4,4,4,4,5,5,3,3,4,4,4,3,4,4,5,2,5,5,2,5,2,2,2,2,1,1,2,1,1,1,4,1,5,3,2,1,4,1,1,1,0,1,3.625,2,2.166666667,3.5,2.555555556,3.666666667,7,4,4,3.75,4.666666667,2,5,1.333333333,1.666666667,1.5,2.444444444
12302117492,0,20,White,Medical Sciences,STAT 1060,4,4,4,4,4,4,4,4,5,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,4,3,4,6,7,6,5,5,5,5,4,4,3,3,3,5,3,4,4,4,3,4,5,5,4,3,4,1,1,1,1,1,2,1,1,1,5,1,5,4,2,3,5,2,1,0,1,0,4,1.333333333,1.333333333,1.833333333,1.5,3.666666667,6.333333333,5,3.4,4,4.666666667,4,3,1,1.333333333,1,3.111111111
12300444568,0,18,Asian,undecided,STAT 1060,5,4,4,4,5,5,5,4,3,1,4,4,3,5,1,1,2,2,3,3,4,3,1,1,3,1,3,2,2,6,6,6,5,5,5,5,2,3,2,2,4,2,2,2,2,1,3,1,3,3,2,3,3,2,2,3,2,2,2,2,4,1,2,1,3,4,2,1,3,2,1,1,0,0,4.5,2.333333333,1.833333333,3.333333333,2.5,2.333333333,6,5,2.6,2,2.333333333,2,3,2.666666667,2,2.5,2.111111111
12300294741,0,21,White,Psychology,PSYO 2501,3,2,2,3,4,4,2,3,5,4,5,1,2,4,1,1,5,2,1,1,4,2,1,4,5,2,2,2,2,7,7,5,2,4,3,4,3,1,1,1,1,4,2,2,2,5,5,3,5,4,5,4,5,1,2,4,2,4,4,4,4,1,3,1,4,4,1,1,5,2,0,0,1,1,2.875,1.666666667,2.666666667,4,2.777777778,2,6.333333333,3.25,1.4,2.5,4.666666667,4.333333333,4.5,3,3.333333333,3,2.444444444
12299839600,0,20,White,Neuroscience,"STAT 1060, STAT 2501",5,4,5,4,4,4,4,4,4,2,5,1,2,3,5,1,4,1,1,1,3,4,5,2,1,1,3,3,3,6,6,5,3,5,4,4,3,3,4,2,1,4,2,1,2,3,4,1,2,3,1,4,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,4,1,1,0,1,1,4.25,3,2,2.666666667,2.555555556,3,5.666666667,4,2.6,2.25,2.666666667,1,4,1,1,1,1.888888889
12256572041,0,18,White,Undecided,N/A,4,4,3,3,5,5,5,5,4,1,2,1,3,2,1,1,3,3,3,1,1,4,3,3,2,1,2,2,3,4,5,5,3,3,3,3,2,2,2,1,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,2,2,3,2,3,2,3,2,2,0,0,0,1,4.25,1.5,2.5,2.5,2.166666667,2.333333333,4.666666667,3,1.8,3.25,1,1,1,3,1,4,2.333333333
12256558429,0,19,Hispanic/Latinx,Law Justice and Society,,4,4,4,4,5,4,5,5,3,4,2,1,3,3,5,1,5,5,1,1,1,5,1,5,4,3,4,4,3,7,6,5,5,4,5,4,4,2,4,2,3,5,5,4,5,5,3,4,5,5,4,3,3,2,1,5,5,2,3,1,2,3,5,2,5,5,2,1,5,2,0,0,0,1,4.375,1.833333333,4.166666667,2.833333333,2.944444444,3.666666667,6,4.5,3,4.75,5,3.666666667,3,2,1.666666667,5,3.333333333
12255402705,0,21,White,psychology,"PSYO 2501, PSYO 3502",4,4,4,4,5,5,4,5,4,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,2,3,2,2,2,3,4,4,4,2,1,1,1,1,1,1,1,3,5,5,5,5,5,5,1,5,3,4,3,2,3,4,4,2,2,5,2,5,1,3,2,2,1,1,0,1,1,4.375,1,1,2,1.333333333,2.333333333,2,3.75,1.2,1.5,5,5,3,2.666666667,4,2.5,2.555555556
12253867000,0,18,White,Medical Sciences,,4,4,4,4,4,4,3,4,3,2,1,4,1,2,3,2,3,1,3,1,3,1,1,1,4,1,2,2,2,3,3,4,3,4,3,4,2,1,2,1,3,3,1,1,2,4,2,2,4,2,2,2,3,2,3,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,0,0,1,3.875,2,1.166666667,3,2.055555556,2,3.333333333,3.5,1.8,1.75,3.333333333,2.333333333,2,1.666666667,2.333333333,1.5,1.333333333
12249956098,0,19,White,Neuroscience,SCIE 1506: PSYO 2501,4,4,5,5,4,5,5,4,5,3,5,3,3,3,4,4,5,3,4,4,3,3,2,2,4,3,4,4,4,7,7,7,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,2,5,5,3,3,3,1,1,1,1,1,1,1,1,1,5,3,5,3,1,1,NA,1,1,1,1,1,4.5,3.666666667,2.833333333,4,3.5,4,7,5,4.2,4,5,2.666666667,3,1,1,1,2.5
12247936072,0,39,White,Psychology,STAT 1060,3,3,4,4,5,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,4,7,5,2,5,3,3,4,3,3,2,1,4,2,3,3,4,4,4,4,3,4,2,4,2,3,3,3,2,3,2,2,3,3,4,4,4,4,4,4,4,0,1,0,0,3.875,1,1,1.333333333,1.111111111,1.666666667,5.333333333,3.25,2.6,3,3.666666667,4,3,2,2.666666667,3,3.777777778
12247708555,0,21,Middle Eastern,Biligy,STAT 1060,1,1,1,1,1,1,1,1,4,5,3,1,4,1,1,1,1,1,1,1,2,1,1,1,5,1,4,4,4,5,3,7,5,4,4,5,5,2,2,5,2,2,1,4,1,5,4,4,5,5,5,2,3,2,1,1,2,3,4,4,1,1,4,3,5,5,1,1,5,2,1,0,1,1,1,1.333333333,2.166666667,2.333333333,1.944444444,4,5,4.5,3.2,2,5,4,3,2,3,1.5,3
12246416850,0,21,White,Medical Sciences,STAT 1060,4,4,5,4,4,5,4,4,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,5,4,4,3,3,4,3,2,2,1,1,1,1,1,2,1,3,3,2,4,4,2,3,4,2,1,1,1,1,1,1,1,1,3,3,4,3,2,3,3,2,1,0,1,1,4.25,1.166666667,1.333333333,1.666666667,1.388888889,1.666666667,4.333333333,3.25,1.4,1.25,3.666666667,2.666666667,3,1.333333333,1,1,2.666666667
12246117743,0,22,White,Psychology,"stat1060, stat 2080",4,3,4,4,4,4,3,4,3,1,2,2,1,3,2,1,1,1,2,2,2,2,1,1,2,1,3,3,3,5,5,5,4,4,4,4,3,4,2,3,4,3,2,2,4,3,2,3,5,4,4,3,3,2,2,3,3,2,2,3,2,3,4,3,5,4,3,3,5,3,1,0,1,1,3.75,1.666666667,1.166666667,2.166666667,1.666666667,3,5,4,3.2,2.75,4,3.333333333,2.5,2,2.333333333,3,3.666666667
12243561065,0,20,White,Psychology,,4,3,2,2,4,4,3,4,4,2,4,5,1,3,4,5,3,4,2,4,5,1,1,2,3,2,2,2,1,7,7,7,3,4,5,4,2,3,4,4,4,5,4,5,5,2,2,2,4,4,3,2,2,2,3,3,4,1,4,3,1,1,4,1,5,5,1,1,5,2,1,0,0,1,3.25,3.833333333,2,3.333333333,3.055555556,1.666666667,7,4,3.4,4.75,3.333333333,2.333333333,2,1.333333333,3.333333333,3.5,2.777777778
12243387263,0,21,Mixed/Other,neuro,yes,NA,5,NA,NA,NA,5,NA,NA,1,2,3,3,2,3,2,1,2,2,2,1,2,2,1,3,2,2,2,2,2,4,4,4,2,2,4,3,1,3,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1.833333333,2.166666667,2,2,2,4,2.75,2,1.5,1,1.666666667,1.5,1,1,1,1.111111111
12242859511,0,19,Middle Eastern,Applied Computer Science,STAT 1060,5,5,5,5,5,4,2,3,4,2,3,2,1,4,3,4,5,5,5,5,5,5,2,4,3,1,2,NA,2,7,7,7,2,5,4,5,3,3,2,2,4,5,5,2,3,2,4,2,4,4,1,4,4,2,1,1,1,1,1,1,1,1,2,1,3,2,1,1,4,1,2,0,1,1,4.25,3.166666667,3,4.333333333,3.5,2,7,4,2.8,3.75,3.333333333,2.333333333,4,1.333333333,1,1,1.777777778
12242641565,0,19,White,Psychology and History,STAT 1060,5,4,4,4,3,3,2,2,5,4,3,2,3,5,4,2,5,5,4,2,5,3,2,4,5,3,3,4,3,7,7,6,4,5,5,5,5,5,4,3,5,5,5,3,5,4,5,4,5,5,4,5,5,3,NA,5,5,3,3,2,2,2,3,2,5,1,1,2,3,2,0,1,1,1,3.375,2.5,3.666666667,4.833333333,3.666666667,3.333333333,6.666666667,4.75,4.4,4.5,4.666666667,4.333333333,5,2.666666667,2.5,5,2.333333333
12241998411,0,18,White,undecided,,4,5,5,3,4,2,4,4,4,1,1,3,3,2,1,1,2,1,2,1,2,1,1,1,2,1,3,3,2,5,5,6,4,4,4,4,4,2,2,2,2,2,4,2,2,5,3,2,5,5,2,2,2,3,3,3,3,3,3,3,3,1,4,1,4,3,1,1,2,1,0,0,0,1,3.875,1.333333333,1.333333333,2.333333333,1.666666667,2.666666667,5.333333333,4,2.4,2.5,5,2,2.5,3,3,3,2
12241535349,0,22,Hispanic/Latinx,psychology,"stat 2080, psyo 2501",5,4,5,5,4,3,4,5,4,2,3,2,3,2,2,1,2,1,2,1,2,1,1,2,4,2,1,1,1,6,5,6,2,4,4,4,4,2,4,1,3,4,2,2,3,5,5,3,5,5,3,3,4,1,1,5,4,1,4,4,1,1,5,4,5,5,4,3,5,4,1,0,1,1,4.375,1.666666667,1.833333333,2.666666667,2.055555556,1,5.666666667,3.5,2.8,2.75,5,3.333333333,4,1,3,4.5,4
12241252393,0,21,Asian,Medical Science ,STAT 1060,5,4,5,5,5,4,5,5,4,4,2,1,2,2,2,3,1,1,1,1,3,1,1,1,2,1,2,1,3,5,7,6,3,5,5,5,4,5,4,5,4,2,3,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,0,1,0,4.75,1.666666667,1.666666667,2.166666667,1.833333333,2,6,4.5,4.4,1.75,3,1,1,1,1,1,1.333333333
12240361611,0,18,White,Psychology,,5,2,5,2,5,NA,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,4,3,4,2,7,7,7,4,1,2,2,5,3,5,5,4,2,5,1,4,5,5,3,5,4,NA,5,NA,2,3,1,4,1,4,5,1,1,4,3,5,4,4,3,5,3,1,0,0,1,4,4.666666667,4.833333333,4.166666667,4.555555556,3,7,2.25,4.4,3,4.666666667,3,5,1.333333333,4,2.5,3.555555556
12240344517,0,18,White,Medical Sciences ,,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,2,2,4,2,1,2,1,1,4,2,2,1,3,3,6,4,2,4,4,4,4,2,3,3,2,3,2,1,2,3,3,2,4,4,2,3,2,2,2,1,1,2,2,2,3,1,3,1,4,4,3,2,4,3,1,0,0,1,4,1.5,1.5,2.666666667,1.888888889,2,4.333333333,3.5,2.8,2,3.666666667,2,3,2.333333333,2,1,2.777777778
12239978791,0,20,Middle Eastern,psychology,PSYO2501,3,3,4,4,4,4,3,2,3,3,2,4,2,4,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,4,3,4,2,3,3,3,3,3,4,4,4,3,4,2,3,3,3,4,2,3,3,3,3,2,2,2,3,4,5,5,5,5,5,4,5,5,0,1,1,1,3.375,2.5,2.333333333,2.666666667,2.5,2.333333333,2.333333333,3.25,2.8,3.75,3,2.333333333,4,2.666666667,2.333333333,3,4.777777778
12239929413,0,19,White,Psychology,STAT 1060; PSYO 2501,4,3,3,4,3,4,3,4,2,3,2,2,4,2,2,2,3,4,3,2,3,4,2,4,2,4,2,2,2,4,3,3,2,4,5,5,4,3,2,3,3,4,4,2,4,4,4,2,4,4,3,3,4,2,1,4,3,2,2,1,1,2,4,2,4,3,1,1,4,1,1,1,1,1,3.5,2,3.833333333,2.5,2.777777778,2,3.333333333,4,3,3.5,4,3,3.5,1.666666667,1.333333333,3.5,2.444444444
12239755865,0,21,White,Neuroscience,PSYO 2501,4,4,4,4,4,4,4,3,3,4,3,3,4,3,1,3,3,4,2,2,3,3,1,5,1,2,4,4,2,4,1,4,5,4,3,3,4,4,3,4,4,4,4,4,5,2,2,2,4,4,3,4,3,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,4,1,1,0,1,1,3.875,2.166666667,3.666666667,2.5,2.777777778,3.333333333,3,3.75,3.8,4.25,3.333333333,2.666666667,3,1,1,1,1.777777778
12239441610,0,25,White,Psychology,STAT1060,3,3,4,4,4,4,4,4,4,5,5,2,5,4,5,4,5,5,3,5,5,5,5,5,3,4,4,4,4,7,7,6,4,3,1,3,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,2,3,5,5,1,4,5,1,5,5,5,5,5,5,5,5,5,1,0,1,1,3.75,4.333333333,4.833333333,4,4.388888889,4,6.666666667,2.75,4.6,4.5,5,5,5,1.333333333,4,5,5
12239432518,0,19,White,Psychology,"STAT 1060, PSYO 2501",5,4,4,5,3,4,4,4,4,2,4,2,2,5,4,2,5,4,2,2,4,2,2,4,4,2,2,1,3,3,5,5,4,3,4,3,2,2,2,2,2,3,3,4,4,3,4,2,5,4,4,4,2,2,2,2,2,1,2,2,2,1,4,2,5,4,1,2,5,2,1,1,1,1,4.125,2.666666667,2.666666667,4,3.111111111,2,4.333333333,3.5,2,3.5,4,2.666666667,4,1.666666667,2,2,2.888888889
12239329696,0,19,White,Psychology ,PSYO 2501,2,2,3,2,2,3,3,2,4,1,4,2,2,4,4,2,4,4,3,1,1,1,1,2,5,3,NA,NA,1,6,7,7,2,2,2,2,4,3,3,4,5,3,3,1,4,4,5,4,5,5,4,3,4,2,2,4,4,2,3,3,3,NA,2,2,5,5,2,3,5,2,0,1,0,1,2.375,2.333333333,2.166666667,3.5,2.666666667,1,6.666666667,2,3.8,2.75,4.666666667,4,4,2.333333333,2.666666667,4,3.25
12239039589,0,18,White,undecided,,4,4,4,4,4,4,3,4,3,2,4,3,1,3,4,2,NA,1,2,2,2,2,2,1,NA,1,1,1,2,7,7,6,3,3,3,2,4,4,3,2,2,3,2,2,3,5,5,4,5,5,4,5,5,1,3,5,5,2,3,3,2,1,5,1,5,3,1,1,5,2,0,0,0,1,3.875,2.833333333,1.333333333,2.5,2.1875,1.333333333,6.666666667,2.75,3,2.5,5,4.333333333,5,1.666666667,3,5,2.666666667
12236199986,0,19,White,Psychology,"STAT 1060, PSYO 2501",4,4,5,4,4,4,4,4,3,2,4,4,3,3,4,4,3,2,1,4,2,1,3,3,2,1,2,2,2,5,2,3,3,4,2,3,4,4,3,3,4,4,4,3,3,3,3,4,3,4,4,2,3,2,1,2,2,2,2,1,2,2,3,5,5,3,4,4,5,3,1,1,1,0,4.125,3.833333333,2,2.333333333,2.722222222,2,3.333333333,3,3.6,3.5,3.333333333,3.666666667,2.5,2,1.333333333,2,3.777777778
